Person_ID,Timestamp,CH1,CH2,CH3,CH4
c1702f0b,ts1739731208607,47,117,139,182
c1702f0b,ts1739731208608,43,69,92,127
c1702f0b,ts1739731208609,0,13,43,77
c1702f0b,ts1739731208610,73,52,50,63
c1702f0b,ts1739731208610,0,0,19,37
c1702f0b,ts1739731208611,62,42,35,38
c1702f0b,ts1739731208611,0,0,14,24
c1702f0b,ts1739731208612,56,38,31,30
c1702f0b,ts1739731208613,0,4,15,22
c1702f0b,ts1739731208613,39,28,25,25
c1702f0b,ts1739731208614,0,10,17,21
c1702f0b,ts1739731208615,21,18,19,21
c1702f0b,ts1739731208616,30,28,26,25
c1702f0b,ts1739731208616,2,10,17,21
c1702f0b,ts1739731208618,65,49,38,32
c1702f0b,ts1739731208618,0,0,12,20
c1702f0b,ts1739731208619,58,39,31,28
c1702f0b,ts1739731208619,0,0,10,17
c1702f0b,ts1739731208620,57,37,29,25
c1702f0b,ts1739731208621,0,2,13,18
c1702f0b,ts1739731208622,42,29,24,23
c1702f0b,ts1739731208622,0,13,18,20
c1702f0b,ts1739731208624,23,20,21,21
c1702f0b,ts1739731208625,17,20,21,22
c1702f0b,ts1739731208625,0,4,12,16
c1702f0b,ts1739731208625,44,35,28,24
c1702f0b,ts1739731208626,0,0,3,11
c1702f0b,ts1739731208627,60,37,26,21
c1702f0b,ts1739731208627,0,0,6,12
c1702f0b,ts1739731208629,55,35,26,22
c1702f0b,ts1739731208629,0,0,7,13
c1702f0b,ts1739731208630,44,28,22,20
c1702f0b,ts1739731208632,0,1,10,14
c1702f0b,ts1739731208632,20,14,14,15
c1702f0b,ts1739731208632,0,4,9,12
c1702f0b,ts1739731208633,0,0,3,7
c1702f0b,ts1739731208633,10,8,8,9
c1702f0b,ts1739731208634,0,0,0,0
c1702f0b,ts1739731208634,42,26,15,11
c1702f0b,ts1739731208636,0,0,0,4
c1702f0b,ts1739731208637,50,31,21,15
c1702f0b,ts1739731208638,0,0,3,8
c1702f0b,ts1739731208639,48,30,22,17
c1702f0b,ts1739731208639,0,0,6,10
c1702f0b,ts1739731208639,29,18,15,14
c1702f0b,ts1739731208641,0,0,5,9
c1702f0b,ts1739731208641,11,7,8,9
c1702f0b,ts1739731208642,0,2,6,8
c1702f0b,ts1739731208642,0,0,0,4
c1702f0b,ts1739731208644,14,10,8,7
c1702f0b,ts1739731208644,0,0,0,0
c1702f0b,ts1739731208645,58,36,21,14
c1702f0b,ts1739731208645,0,0,3,7
c1702f0b,ts1739731208646,54,35,24,19
c1702f0b,ts1739731208647,0,0,5,10
c1702f0b,ts1739731208647,49,31,22,18
c1702f0b,ts1739731208648,0,0,8,12
c1702f0b,ts1739731208649,29,20,17,16
c1702f0b,ts1739731208649,0,6,11,13
c1702f0b,ts1739731208650,10,9,11,12
c1702f0b,ts1739731208651,16,15,15,15
c1702f0b,ts1739731208651,0,0,5,9
c1702f0b,ts1739731208652,54,37,26,21
c1702f0b,ts1739731208653,0,0,3,10
c1702f0b,ts1739731208654,58,36,25,20
c1702f0b,ts1739731208654,0,0,6,12
c1702f0b,ts1739731208655,56,36,26,22
c1702f0b,ts1739731208656,0,0,9,14
c1702f0b,ts1739731208657,46,30,23,21
c1702f0b,ts1739731208657,0,7,14,16
c1702f0b,ts1739731208658,25,20,18,18
c1702f0b,ts1739731208658,10,15,17,18
c1702f0b,ts1739731208659,0,6,11,14
c1702f0b,ts1739731208660,35,27,22,20
c1702f0b,ts1739731208660,0,0,0,8
c1702f0b,ts1739731208661,62,38,25,20
c1702f0b,ts1739731208662,0,0,6,11
c1702f0b,ts1739731208663,55,36,26,21
c1702f0b,ts1739731208664,0,0,8,13
c1702f0b,ts1739731208665,49,32,24,21
c1702f0b,ts1739731208665,0,3,11,15
c1702f0b,ts1739731208666,32,22,19,19
c1702f0b,ts1739731208668,3,11,15,17
c1702f0b,ts1739731208669,14,14,15,16
c1702f0b,ts1739731208669,27,24,21,20
c1702f0b,ts1739731208670,0,0,5,12
c1702f0b,ts1739731208671,64,42,30,24
c1702f0b,ts1739731208671,0,0,8,14
c1702f0b,ts1739731208672,60,39,29,24
c1702f0b,ts1739731208672,0,0,9,15
c1702f0b,ts1739731208673,55,37,28,24
c1702f0b,ts1739731208673,0,6,15,18
c1702f0b,ts1739731208674,43,31,26,24
c1702f0b,ts1739731208675,10,19,22,23
c1702f0b,ts1739731208675,31,27,26,25
c1702f0b,ts1739731208676,37,35,32,30
c1702f0b,ts1739731208677,13,20,25,27
c1702f0b,ts1739731208678,67,52,43,37
c1702f0b,ts1739731208679,0,2,18,25
c1702f0b,ts1739731208679,60,40,32,29
c1702f0b,ts1739731208680,0,0,12,19
c1702f0b,ts1739731208681,54,37,30,28
c1702f0b,ts1739731208682,0,0,9,17
c1702f0b,ts1739731208682,0,0,5,10
c1702f0b,ts1739731208683,0,0,0,3
c1702f0b,ts1739731208683,0,0,0,2
c1702f0b,ts1739731208684,0,0,0,2
c1702f0b,ts1739731208684,0,0,0,2
c1702f0b,ts1739731208686,14,11,8,7
c1702f0b,ts1739731208687,0,0,0,0
c1702f0b,ts1739731208687,57,35,22,15
c1702f0b,ts1739731208688,0,0,3,8
c1702f0b,ts1739731208689,54,35,24,19
c1702f0b,ts1739731208690,0,0,6,11
c1702f0b,ts1739731208691,52,33,24,20
c1702f0b,ts1739731208691,0,2,11,14
c1702f0b,ts1739731208692,39,27,22,20
c1702f0b,ts1739731208693,1,11,16,18
c1702f0b,ts1739731208694,29,23,21,20
c1702f0b,ts1739731208694,30,29,26,24
c1702f0b,ts1739731208695,15,18,22,23
c1702f0b,ts1739731208695,65,51,40,34
c1702f0b,ts1739731208696,0,0,14,21
c1702f0b,ts1739731208696,59,39,31,28
c1702f0b,ts1739731208698,0,0,9,16
c1702f0b,ts1739731208698,56,36,27,24
c1702f0b,ts1739731208699,0,0,9,15
c1702f0b,ts1739731208699,30,20,17,17
c1702f0b,ts1739731208700,0,0,4,10
c1702f0b,ts1739731208702,0,0,0,5
c1702f0b,ts1739731208702,0,0,0,2
c1702f0b,ts1739731208702,0,0,0,0
c1702f0b,ts1739731208703,0,0,0,0
c1702f0b,ts1739731208703,0,0,0,0
c1702f0b,ts1739731208704,27,16,8,4
c1702f0b,ts1739731208705,0,0,0,0
c1702f0b,ts1739731208705,37,22,13,9
c1702f0b,ts1739731208705,0,0,0,3
c1702f0b,ts1739731208707,29,17,12,9
c1702f0b,ts1739731208708,0,0,0,3
c1702f0b,ts1739731208709,21,12,9,8
c1702f0b,ts1739731208709,0,0,1,4
c1702f0b,ts1739731208710,18,11,8,8
c1702f0b,ts1739731208710,0,4,7,8
c1702f0b,ts1739731208711,1,3,6,7
c1702f0b,ts1739731208711,16,14,12,11
c1702f0b,ts1739731208712,0,0,0,3
c1702f0b,ts1739731208713,58,36,23,16
c1702f0b,ts1739731208714,0,0,4,9
c1702f0b,ts1739731208715,54,35,24,19
c1702f0b,ts1739731208716,0,0,4,8
c1702f0b,ts1739731208717,52,32,22,17
c1702f0b,ts1739731208717,0,0,9,13
c1702f0b,ts1739731208717,38,26,21,19
c1702f0b,ts1739731208719,0,10,15,17
c1702f0b,ts1739731208719,24,20,18,19
c1702f0b,ts1739731208721,28,26,24,22
c1702f0b,ts1739731208721,12,17,20,21
c1702f0b,ts1739731208722,65,51,39,33
c1702f0b,ts1739731208722,0,0,14,20
c1702f0b,ts1739731208723,59,40,31,28
c1702f0b,ts1739731208723,0,0,9,16
c1702f0b,ts1739731208724,55,35,27,24
c1702f0b,ts1739731208724,0,0,9,15
c1702f0b,ts1739731208725,37,25,20,19
c1702f0b,ts1739731208726,0,1,9,13
c1702f0b,ts1739731208728,14,10,11,13
c1702f0b,ts1739731208728,0,1,6,9
c1702f0b,ts1739731208729,0,0,0,2
c1702f0b,ts1739731208729,5,2,2,3
c1702f0b,ts1739731208729,0,0,0,0
c1702f0b,ts1739731208731,46,28,15,9
c1702f0b,ts1739731208732,0,0,0,3
c1702f0b,ts1739731208732,53,33,22,16
c1702f0b,ts1739731208733,0,0,5,9
c1702f0b,ts1739731208734,50,32,23,18
c1702f0b,ts1739731208734,0,0,8,12
c1702f0b,ts1739731208735,31,21,17,16
